symbol	alias
ZEB2	ZFHX1B
TRA-AGC13-1	TRNAA41
HCP5B	HCP5P10
PEG10	RGAG3
MIR1181	MIRN1181
MCL1	bcl2-L-3
OR7E19P	tpcr110
CECR1	ADA2
PSMB6	Y
PTPN23	HDPTP
TRGJP1	JP1
PFAS	PURL
ZDHHC1	C16orf1
TIMP1	EPA
CHMP6	VPS20
ZNF106	ZFP106
TCF7L2	TCF4
ZSCAN21	NY-REN-21
MIR371A	MIRN371
LINC00322	C21orf136
APOPT1	C14orf153
HMG20B	SMARCE1r
ZNF22	KOX15
SLC34A2	NAPI-3B
DNAH8	ATPase
POLR3A	RPC1
EXOSC9	PM/Scl-75
RNF34	RIF
ARHGEF3	XPLN
CEBPE	C/EBP-epsilon
STBD1	GENEX3414
SMYD5	RRG1
MMAB	cblB
MIR4636	mir-4636
TTTY17C	NCRNA00142
DUSP22	MKP-x
SAMD8	SMSr
TMEM51-AS1	C1orf126
RPS25P1	RPS25_2_1129
ST8	OVC
RPL34P2	RPL34_11_1133
ERGIC1	ERGIC-32
SEPHS2	SPS2b
CCDC6	TST1
CMTR1	FTSJD2
FSHMD1A	FMD
TTLL2	C6orf104
SOGA1	C20orf117
CHIC1	BRX
PCDHA11	PCDH-ALPHA11
HDAC8	WTS
TMEM173	ERIS
SRGAP1	NMTC2
DEFB107A	DEFB-7
CDKN2B	INK4B
ART2P	RT6
PIP5K1C	PIP5Kgamma
MIR3155A	hsa-mir-3155a
ACTRT1	AIP1
UTS2B	URP
CXCL1	MGSA
PAQR3	RKTG
TRAV26-2	TCRAV26S2
ABL1	ABL
BTN2A3P	BTN2.3
PCDHA11	CRNR7
CD27	S152. LPFS2
EXT1	TTV
EXOC3	Sec6p
FANCM	FAAP250
KTN1	KNT
MYB-AS1	MYBAS
PIN4	PAR17
KIF20B	CT90
LEPR	LEPRD
MMP3	STMY1
RPL21P110	RPL21_50_1323
VPS13A	CHAC
SEPHS2P1	SEPHS1P5
SCN1B	GEFSP1
SSSCA1	p27
TXNRD1	GRIM-12
MPL	CD110
FAHD2P1	FAHD2P
MIR6724-4	hsa-mir-6724-4
GPC3	SGBS1
THPO	TPO
ADAM12	MLTN
MTCL1	SOGA2
LRPAP1	A2RAP
ANGPTL4	NL2
TEX35	C1orf49
PMS2P5	PMS7
TRAV1-2	TRAV12
HSPD1P18	HSPD1-1P
GARNL3	bA356B19.1
MAGED4	MAGE-E1
CABP7	CALN2
WDR19	Oseg6
CHD1L	ALC1
TVP23B	FAM18B1
POR	P450R
MICU2	EFHA1
ZFAT-AS1	ZFAT-AS
MIR4710	mir-4710
HPP1	FPH1
GPAT3	AGPAT10
TECR	SC2
TP53RK	dJ101A2
DCAF6	1200006M05Rik
ZHX2	RAF
TRMT10C	MRPP1
GGT7	dJ18C9.2
KAT6A	ZC2HC6A
SF1	MBBP
MICALCL	Ebitein1
TEX36	bA383C5.1
RPS6P12	RPS6_5_991
NR4A1	NP10
MIR6089	MIR6089-2
UHRF1	RNF106
ATP6V1H	CGI-11
TGM1	ICR2
PMP22	HNPP
CFB	ARMD14
RIPK4	PPS2
GGTLC1	GGTLA4
IARS	ILRS
PTPRN2	PTPRP
DEFA1A3	DEFA3
RNVU1-8	vU1.8
RNR2	MTRNR2
MIR7853	hsa-mir-7853
MIRLET7E	hsa-let-7e
NOL4	CT125
XAGE1E	GAGED2
SLC20A2	IBGC3
GALM	HEL-S-63p
SULT4A1	BR-STL-1
GJC3	CX29
SRRM2	300-KD
BFSP1	CP94
SFI1	PPP1R139
ROPN1	ODF6
TGFBR3	BGCAN
NKG7	p15-TIA-1
THEM6	C8orf55
TRABD2B	TIKI2
IGLV5-37	V4-1
LINC01507	XLOC_000303
MIR302A	hsa-mir-302
MIR6720	mir-6720
ETL4	EPOLM
RPL37P7	RPL37_1_52
PEX6	HMLR2
ABCB10P1	ABCB10P
UGP2	UGP1
GPR182	7TMR
WDR82	SWD2
ACACA	ACACAD
VN1R12P	VNR6I3P
C22orf23	dJ1039K5.6
GALNTL6	GalNAc-T6L
LRFN3	FIGLER1
MAPKAPK5	MAPKAP-K5
ALDH8A1	DJ352A20.2
SNW1	Prp45
USP39	SAD1
LINC01533	CTC-360P9.3
PSMG1	PAC-1
IFNA7	IFN-alphaJ
MAP1LC3B2	ATG8G
CCDC154	C16orf29
ZNF664	ZFOC1
CD300A	CMRF-35-H9
PSAT1P1	C8orf62
FBXO22-AS1	FISTC1OS
SLC29A2	HNP36
PDE2A	CGS-PDE
ZKSCAN1	ZNF139
SNORA73A	E1
IGHVII-51-2	IGHVII512
CD300LF	CLM-1
MIR650	hsa-mir-650
SLAMF9	CD84H1
RORA	NR1F1
SNORD114-29	14q(II-29)
CLEC4C	HECL
FOXG1	BF1
LRPAP1	HBP44
FAM30A	KIAA0125
HDAC9	HDAC7B
LILRA1	LIR6
ZNF213	CR53
FCRL4	CD307d
SNORD73A	U73
PRICKLE4	OBTP
MRPS26	NY-BR-87
DSPP	DSP
IGSF11	CXADRL1
RPS29P6	RPS29_1_32
FASTKD5	dJ1187M17.5
RBM17	SPF45
ATOH7	NCRNA
MIR3191	mir-3191
ATP6AP2	MRXSH
MAN1B1	MANA-ER
ZSCAN22	ZNF50
IGKV2D-29	IGKV2D29
MIR6876	hsa-mir-6876
SCN2A	HBSCI
EXOSC8	CIP3
TRIAP1	WF-1
BPIFA2	bA49G10.1
NRG4	HRG4
PEE1	PIH
PDE4A	PDE4
DPF2	UBID4
RPS6KB2	P70-beta-2
SPATA17	MSRG11
KCTD9	BTBD27
SEMA4A	SEMAB
DMBT1	GP340
FGF8	HH6
MIR548H4	MIR548H-4
TNKS2	pART6
PIP4K2A	PI5P4KA
HYAL1	LUCA1
CD163	SCARI1
CEP290	LCA10
EVA1A	FAM176A
TGS1	PIMT
MIR581	hsa-mir-581
DUSP4	MKP-2
IL2RG	IL-2RG
APPL1	MODY14
EFEMP1	MTLV
IGF2-AS	IGF2-AS1
OCA2	EYCL
MIR23C	mir-23c
DCN	SLRR1B
FBXL6	FBL6
IL37	IL-37
ERVK-7	Protease
FRZB	SRFP3
RPSAP47	RPSA_19_921
FBXW7	hCdc4
ZNF165	CT53
HS3ST6	HS3ST5
TRS-CGA2-1	TRNAS7
SDCBP	MDA9
RPS15AP19	RPS15A_5_686
NLRC4	CLANB
IMPDH1P11	IMPDHL1
MIR135A1	MIRN135-1
BHLHE40	HLHB2
ARL8B	Gie1
PABPC3	PABP3
MYH14	NMHC-II-C
HIST3H2BB	H2Bb
MIR744	mir-744
FOXC1	FKHL7
RPS20P27	RPS20_12_1158
SH3BP5	SH3BP-5
PI4K2B	PI4KIIB
ABHD11-AS1	NCRNA00035
SNHG20	LINC00338
MS4A2	MS4A1
CASP7	LICE2
ARNT2	bHLHe1
P4HTM	PHD4
SNORD108	HBII-437
TREML1	GLTL1825
EHHADH	PBFE
SEC61A1	HSEC61
HSD17B10	MRPP2
GAPDHP67	GAPDL12
SQSTM1	p60
CBLC	CBL-3
KRT39	K39
GJB1	CX32
EEF2KMT	EFM3
PSMD3	S3
NME1	NB
VCX3B	VCX-C
VIPR2	VPAC2R
ZMPSTE24	Ste24p
NAP1L4	NAP1L4b
LAT2	NTAL
CPE	CPH
NCOA7	ERAP140
PPP4R1	PP4R1
FOXP4	hFKHLA
DNAJC24	DPH4
OR7A10	OR19-18
FNBP1L	C1orf39
DEFA9P	DEFAP2
ZBTB8A	ZBTB8
CXXC1P1	CXorf25
ARFRP1	ARL18
MYOD1	MYF3
HCST	KAP10
KCNK5	TASK-2
MIR516B1	MIRN516B1
CCT6P3	CCT6-3P
SLC6A15	NTT73
TMEM258	C11orf10
METTL1	TRM8
RENBP	RBP
POLR3G	RPC32
FKBP10	OI6
DEFB114	DEFB14
GPR182	G10D
PIEZO2	FAM38B
LIN52	C14orf46
GPR37	PAELR
OR10A3	HTPCRX12
AFF1	MLLT2
EIF3D	eIF3-zeta
GUCY1A3	GC-SA3
RABGAP1L	TBC1D18
HRK	DP5
MIR1183	MIRN1183
CENPU	PBIP1
RAB29	RAB7L
OR1I1	OR1I1Q
LCE2D	SPRL1A
LINC01546	CXorf28
PHKA2	PYK
TRBV30	TCRBV30S1
CPNE2	CPN2
PDX1	MODY4
ADGRE4P	PGR16
OR2I1P	OR2I7P
RNA5SP438	RN5S438
MIR141	mir-141
FBN2	DA9
ACOX2	CBAS6
SOCS6	SOCS4
PURG	PURG-A
HEATR6	ABC1
HOPX	LAGY
VASN	SLITL2
RPL32P4	RPL32_11_924
BBX	HBP2
IGL	IGL@
MKRN5P	ZNF-Xq
MSMO1	DESP4
BBX	HSPC339
SLC3A2	CD98
RNF115	BCA2
STK19B	bPG116M5.10
MIR146A	miRNA146A
LDB3	LDB3Z1
IMP3	MRPS4
RPS27AP15	RPS27A_6_985
MIR642A	mir-642a
FGF23	HYPF
PABPN1	PAB2
LAGE3	ITBA2
APOBEC3F	BK150C2.4.MRNA
IL2	IL-2
TM4SF1	L6
DGAT1	ARGP1
TUSC8	LINC01071
ARX	CT121
DEL5Q12	C5DELq12
RPL3P1	RPL3_8_1731
ZDHHC9	CXorf11
NDUFB10	PDSW
CDC42BPG	MRCKgamma
WAS	SCNX
NPY1R	NPY1-R
AKAP3	SOB1
VCX3A	VCX3
ELMO3	CED12
TTLL5	KIAA0998
TAMM41	C3orf31
DICER1	RMSE2
VCX3B	VCXC
DBF4B	DRF1
ELMOD3	DFNB88
TGFBRAP1	TRAP-1
MIR138-2	MIRN138-2
HAP1	hHLP1
SMN2	C-BCD541
SLC7A1	CAT-1
PTK2	FAK1
HS2ST1	dJ604K5.2
DVL1P1	DVL1
DDX27	RHLP
OFD1P7Y	OFD1P7
ARCN1	COPD
NOD1	NLRC1
GGTLC5P	GGT
CCL8	SCYA8
CXCL1P1	GROP
SEPT4	hucep-7
SYDE1	7h3
RFFL	CARP-2
TRAV26-1	TRAV261
RASL10A	RRP22
HIST1H4L	H4FK
ADIPOR1	CGI45
ARPP21	ARPP-21
MIR339	hsa-mir-339
SNORA63	E3
EXD2	C14orf114
MIR593	hsa-mir-593
EIF2AK2	PRKR
ZFP90	FIK
PLXNB2	dJ402G11.3
POTEA	CT104.3
PDZD4	PDZRN4L
ILK	ILK-1
MATK	CTK
NEFM	NFM
RNF212B	C14orf164
RGS5	MST106
MIR3689B	mir-3689b
ISLR	Meflin
ATG12	APG12
TEKT2	h-tektin-t
PRRC2C	BAT2L2
SPAG8	hSMP-1
YY1	UCRBP
MIR30D	mir-30d
OR6K2	OR1-17
LEF1	LEF-1
MUC1	H23AG
KRTAP5-10	KRTAP5.10
AATF	CHE-1
GRIA3	GluA3
MT1G	MT1K
MSH6	GTBP
CFB	GBG
DDX5	G17P1
HRAS	C-H-RAS
GCCD2	GCCD3
KPNA4	IPOA3
LYN	JTK8
MYH14	NMHC II-C
TRBV5-2	TCRBV31S1
MCHR2	MCH2R
RFC5	RFC36
TRK-CTT3-1	TRNAK15
OMD	SLRR2C
SCN7A	Nav2.2
EPG5	VICIS
ELMO2	Ced-12A
MAGOH	MAGOHA
HAGH	HAGH1
SREBF2	SREBP-2
SLC24A1	HsT17412
MIR302F	hsa-mir-302f
XYLT1	XT-I
ZNF121	ZHC32
RN7SL3	RN7SL631P
SULT1C4	SULT1C2
TRPM6	HSH
FBL	FIB
PHF20	TZP
MIR6821	hsa-mir-6821
PCDH10	PCDH19
MBOAT7	LRC4
RMDN2	RMD-2
HIST1H2AC	H2AFL
OR14L1P	OR1-36
DEDD2	FLAME3
ESRRA	ESRL1
CCL21	SCYA21
CDKN2AIP	CARF
CKAP5	MSPS
RPS18	KE3
TSPAN2	TSN2
BCAP31	CDM
OR4F16	OR7-21
RPL15P4	Em:AC006046.2
YWHAE	HEL2
STX1B	GEFSP9
MIR7110	hsa-mir-7110
BRF1	hBRF
GPIHBP1	GPI-HBP1
KCNE1	JLNS2
CHRAC1	CHRAC-1
TRAV38-1	TCRAV14S2
PRDM5	PFM2
TNXA	D6S103E
KIRREL3	MRD4
AATK	p35BP
CEP104	ROC22
TXNL1	Txl
MIR519A2	MIRN519A-2
URI1	URI
ARHGEF25	GEFT
TRAPPC2	ZNF547L
RPL7AP21	RPL7A_4_120
MED21	hSrb7
HSPD1P3	HSP60P3
CA14	CAXiV
LUC7L3	hLuc7A
RPS6KA3	CLS
C7orf13	MY040
BBS2	RP74
TBX1	CAFS
DHX34	DDX34
DPH5	CGI-30
MIR128-2	MIRN128-2
FAF1	CGI-03
RPL30P10	RPL30_5_906
ST6GALNAC1	SIAT7A
GLUD2	GDH2
ABCC9	ATFB12
CSF2RA	GM-CSF-R-alpha
LHFPL5	TMHS
OR2I1P	OR6-34
POLR2A	RpIILS
ARHGAP6	RHOGAP6
VMO1	PRO21055
MIR362	MIRN362
BANF1P1	BCRP1
TRA	TRAC
SFRP4	PYL
ZNF322P1	ZNF322B
DNASE1L2	DNAS1L2
C3orf58	HASF
KCNJ15	KIR4.2
MACROD2-AS1	NCRNA00186
NUP35	NP44
SUSD2	BK65A6.2
HDAC4	HDACA
PARS2	MT-PRORS
MARS	CMT2U
SYTL2	EXO4
TRBV23-1	TCRBV23S1
P2RY2	P2U1
ROR1	NTRKR1
ZNF217	ZABC1
MAGT1	MRX95
AKAP4	HI
UBL4A	GET5
ATP6V0B	HATPL
RARB	RRB2
RPS15	S15
EXOSC7	hRrp42p
HYPM	HIP17
SRF	MCM1
WNK1	KDP
KRTAP11-1	HACL-1
BET1L	HSPC197
LRFN5	C14orf146
TNNI3	cTnI
TRBV28	TCRBV28S1
PPP1R16A	MYPT3
LINC01024	MA-linc1
TMEM92-AS1	TCONS_00025237
PGAP1	SPG67
SNAI1P1	SNAI1L
BSX	BSX1
PLA2G10	SPLA2
CD300A	IRC2
OR7E37P	OST193
PLEC	PLTN
RAPGEF4	CGEF2
ASZ1	C7orf7
PIAS4	Piasg
ACRV1	SPACA2
KDM5B	RBP2-H1
GPX2	GPRP
ASCC3	HELIC1
PRUNE1	DRES-17
C5	C5b
TAP1	PSF1
IGKV1OR2-3	IGKV1OR23
APBB1IP	INAG1
GGT5	GGT-REL
MTMR3	ZFYVE10
ST8SIA6	ST8SiaVI
PPM1E	POPX1
TRS-GCT3-1	TRNAS22
RPS20P28	RPS20_13_1202
SOCS6	SOCS-6
PHF11	APY
DCANP1	C5orf20
TNFRSF1A	TNFR1
TSPAN33	TSPAN-33
ANAPC10	APC10
TAS2R2P	PS9
CTNNA3	VR22
TAF1	OF
RNF103	KF1
PHGDH	3PGDH
HNRNPDP1	AUF1B
BFSP2	PHAKOSIN
CCRL2	CKRX
GJA1	EKVP
NT5C1A	CN1
BCS1L	BCS1
MKKS	KMS
RPL23AP21	RPL23A_1_1
GPR50	H9
STS	ARSC
TLK1P1	TLK1ps
NME8	CILD6
MAGEA10-MAGEA5	CT1.5
ITM2BP1	ITM2BP
CNOT4	NOT4H
RAB42P1	RAB42
SNRPFP1	dJ1041C10.2
WDR19	DYF-2
CCL2	MCAF
CADPS2	CAPS2
ECI2	HCA88
TRIM7	RNF90
BECN2	BECN1P1
ZNF83	ZNF816B
MIR374A	MIRN374A
PRKCB	PRKCB2
ABHD12	C20orf22
DENND2A	FAM31D
NOTCH1	hN1
MRPL19	RPML15
SPCS3	SPC3
TRIM7	GNIP
TNRC18P3	TNRC18C
FGF14	SCA27
PCDHB11	ME2
SNRPB	SNRPB1
PAPPA-AS1	PAPPAS
PCSK1N	SAAS
TRR-CCT6-2	TRNAR33P
MGAT1	GNT-I
PCSK5	PC5
IGHD1-1	IGHD11
AES	Grg-5
ZNF815P	ZNF815
SAC3D1	HSU79266
VTI1B	vti1-rp1
DNAJB2	DSMA5
RPS15AP28	RPS15A_16_1058
POU3F4	OTF-9
RAN	Gsp1
SGCA	SCARMD1
ZFP28	mkr5
MRAS	M-RAs
POU2F1	OTF1
SMPD1	ASMASE
HMGB1P1	dJ579F20.1
FGF11	FHF-3
PSG11	PSG14
BCOR	MAA2
ENTPD5	CD39L4
DDX11	KRG2
AVSD1	AVSD
SNORA71A	RNU71A
CACNA1S	TTPP1
PICSAR	NLC1C
UCN3	UCNIII
U2AF1L4	U2AF1L3V1
DHRS4	CR
STAB2	FEX2
CACNB3	CAB3
CD55	CROM
ACKR1	FY
MATR3	MPD2
BICDL1	BICDR-1
CLEC4C	CD303
PCDH11X	PPP1R119
FTLP1	bA465L10.3
ZNF73	Cos12
TCEAL1	SIIR
CRYGC	CRYG3
TXNL4A	DIM1
AP4E1	STUT1
ERVW-2	ERVWE2
SREK1	SRrp508
SLCO5A1	OATP-J
PGAM5	BXLBV68
CKS1B	PNAS-18
FSIP1	HSD10
PBOV1	dJ171N11.2
CSPG4P2Y	CSPG4P2
POM121L2	POM121-L
HBFQTL2	FCP
UBASH3A	TULA-1
MIR421	MIRN421
ARAP2	CENTD1
CBWD5	DC36
BRI3BP	HCCRBP-3
CDKN2C	p18-INK4C
ELOCP34	TCEB1P34
RASSF9	PCIP1
OCA2	SHEP1
TCF4	SEF2
TTPA	alphaTTP
KMT2B	DYT28
IGHV4-34	VH
MRPS24	S24mt
MIR18A	miRNA18A
PPP1R14B	PNG
CSPG4	HMW-MAA
OR5T1	OR11-179
SIGLEC17P	HSPC078
SERF2	FAM2C
SLC35A3	AMRS
DPPA3	STELLA
FUT3	LE
SIGLEC28P	SIGLECP12
MIR3199-1	mir-3199-1
MIR4536-1	hsa-mir-4536-1
CDYL	CDYL1
RNU1-13P	U1.1
BCAS2	SPF27
DCAF12	WDR40A
PPP1R13L	NKIP1
MOSPD3	NET30
CDK11A	CDK11-p46
RAX2	ARMD6
MIR208B	mir-208b
FAM219A	C9orf25
ILVBL	209L8
OR1R1P	OR1R3P
TLE3	GRG3
ZKSCAN4	ZNF427
RPL7P54	RPL7_31_1789
CTSH	CPSB
NRP2	PRO2714
MIR6890	hsa-mir-6890
FN1	GFND
RNU4-3P	RNU4P3
CCL4	LAG1
POLR2K	ABC10-alpha
IL1RAPL1	IL1RAPL
COLCA2	C11orf93
FABP6	ILBP
RCBTB1	GLP
B3GALT5	B3T5
TBC1D24	DFNA65
ZBTB7B	hcKROX
CD300LF	IREM-1
RPL26P20	RPL26_10_715
AP1S1	EKV3
CCNL2	CCNS
CSF1	MCSF
KIR3DL2	NKAT4B
REEP4	C8orf20
DNM2	CMTDI1
GEMIN2	SIP1-delta
MAPKAPK3	MDPT3
NR3C1P1	NR3C1P
ARHGEF17	TEM4
ACKR3	RDC1
CNGA2	OCNCALPHA
KRT8	K2C8
KRTAP4-16	KRTAP4-16P
KRTAP13-4	KAP13.4
GRB10	RSS
CCDC170	bA282P11.1
PCSK2	NEC 2
INTS12	SBBI22
MAP4K5	MAPKKKK5
RNA5SP310	RN5S316
WDR33	NET14
EMC2	TTC35
PMEL	D12S53E
MAML3	MAM-2
CD300LD	CMRF35-A4
MAGEH1	MAGEH
ITGA2	VLA-2
PTPN6	SHP-1L
REG1CP	REG1P
HDAC3	RPD3-2
CCDC85B	DIPA
NLRP1	VAMAS1
RPSAP15	RPSA_25_1791
GIMAP5	IAN-5
MIR143	MIRN143
MIR6721	hsa-mir-6721
C1QTNF4	CTRP4
FAM160B1	KIAA1600
ZCCHC12	SIZN
HLA-B	B-4901
ZIC3	ZNF203
GP1BB	BDPLT1
XAGE1E	CT12.1
BRICD5	C16orf79
DDX11	CHL1
VPS11	PEP5
OR7E13P	OR7E44P
GSTM2	GTHMUS
CALD1	L-CAD
PUM2	PUML2
ZFPM1	ZNF89A
DCLK2	DCK2
MIR1184-1	MIR1184
AQP7	GLYCQTL
PLCB1	PLC154
FUT2	B12QTL1
JAK2	JTK10
C1QTNF9B	CTRP9B
RPLP1P2	RPLP1_2_185
GLRX	GRX
MCOP1	MCOP
SLC39A10	LZT-Hs2
DLEU1	XTP6
ADAM7	GP83
DBI	EP
TRIP6	ZRP-1
UHRF2	URF2
GRIN2C	GluN2C
IGHVIII-5-2	IGHVIII52
FFAR4	GPR120
PNLIP	PL
PPM1G	PP2CG
RPSA	LRP/LR
RN7SL4P	RN7SL427P
DCUN1D5	SCCRO5
ZNF559	NBLA00121
HABP4	IHABP-4
S100A12	p6
JAK1	JAK1B
IRGC	IFGGE
IGLVIV-64	IGLVIV64
ADGRA3	GPR125
CCDC174	HSPC212
RPL36AP2	RPL36A_18_1380
CEP41	TSGA14
KYAT3	KATIII
MIR186	MIRN186
DIO2	DIOII
C9orf78	HSPC220
RGS16	A28-RGS14
RBMXL2	HNRNPGT
HHEX	HOX11L-PEN
HPGDS	PGDS
COX7A2P1	COX7AP1
MIR574	hsa-mir-574
SH3KBP1	HSB-1
NSA2	HCLG1
NME2	NM23B
ZRANB1	TRABID
TRBJ1-1	TCRBJ1S1
CYP3A7	P450-HFLA
KXD1	KXDL
RPL23AP7	bA395L14.9
GPR89B	GPR89C
MRPL38	MRP-L38
RPL36P5	RPL36_1_21
GPR55	LPIR1
COL17A1	BPAG2
RNASE1	RIB1
LDB3	ORACLE
IGLV9-49	IGLV949
EPB41L4A	EPB41L4
CHRFAM7A	CHRNA7
DDX58	RLR-1
ACER3	PHCA
SRGAP2	FNBP2
SRSF12	SFRS19
AP3S2	AP3S3
PGR-AS1	AT3
SGSM3	RABGAP5
PCDHA10	CNRN8
ARNT	bHLHe2
HTR3A	5HT3R
APBA3	MGC:15815
RNA5SP444	RN5S444
MEMO1	C2orf4
UBE2L3	UBCH7
OR2A7	OR2A21
RAX	RX
SPOUT1	CENP-32
HSPA13	STCH
ABCC8	HRINS
CYTL1	C4orf4
RAB11FIP1	NOEL1A
DDX3X	MRX102
PSTPIP1	H-PIP
ERMP1	KIAA1815
EP400	P400
TREML1	TLT1
RNH1	RNH
OTUD6A	HSHIN6
COL12A1	UCMD2
RTP3	TMEM7
C1orf210	TEMP
NCKIPSD	AF3P21
TRNV	MTTV
YARS2	MLASA2
WDR82P1	WDR82
SNORD103A	U103
HOMER2	VESL-2
APOPT1	APOP
GPRIN3	GRIN3
KRTAP1-1	KAP1.7
RYR2	ARVD2
ECT2L	C6orf91
TMEM94	KIAA0195
LAP3	PEPS
DSCAM	CHD2-52
PDE4D	DPDE3
NT5C	dNT-1
FCGR3B	CD16b
NSUN5	NSUN5A
ADAMTS5	ADAM-TS5
MIR548F4	hsa-mir-548f-4
INTS3	SOSS-A
DDOST	OST48
KLK4	ARM1
THY1	CDw90
SASH3	SH3D6C
NR1H2	NER-I
PCDHB8	PCDH-BETA8
TRI-AAT1-1	TRNAI12
ADIRF	APM2
RPL5P33	RPL5_18_1557
NIPAL4	ARCI6
ITGAM	SLEB6
SLC27A2	VLACS
GSDMB	PP4052
SCN9A	PN1
ALG1	CDG1K
MYOZ2	C4orf5
OR4F6	OR15-15
IREB2	IRP2AD
TCF21	bHLHa23
CD3G	CD3-GAMMA
STKLD1	Sk521
OR7E4P	OR7E9P
EDA	HED1
PIK3CG	p110gamma
C4BPA	C4BP
YY1AP1	HCCA2
OR7E126P	OR11-1
RNASEH2A	RNHL
CD200	MRC
GPALPP1	bA245H20.2
EFEMP1	FBNL
NCAPD2	CNAP1
MIR373	hsa-mir-373
RNA5SP311	RN5S314
WASL	NWASP
NCR1	NKP46
GFER	ALR
ASH1L	ASH1L1
SART3	P100
SNORA25	SNORA25A
FGF4	HBGF-4
PRAM1	PRAM-1
PTGDS	PGD2
ITGA2B	HPA3
MIR1257	MIRN1257
IGHV3-30	VH
HIF1A	HIF1
SULT1A3	HAST3
MIR1265	hsa-mir-1265
HOXD4	HOX4B
KMO	dJ317G22.1
TYSND1	NET41
MAGEB2	CT3.2
HPCAL4	HLP4
ST3GAL2	SIAT4B
ZNF280B	D87009.C22.3
FGF2	FGFB
MDFI	I-MF
PPIB	SCYLP
CYP51A1P1	CYP51P1
SAMD12-AS1	C8orf26
MIR6086	hsa-mir-6086
ATG3	PC3-96
WDTC1	DCAF9
IGHJ1P	Jpsi1
GRN	CLN11
CDK5R2	NCK5AI
SLC13A4	SUT1
MIR3155A	mir-3155a
C2CD2L	DLNB23
KCNE2	MIRP1
NMUR1	GPC-R
KCNA1	EA1
SLC7A11	xCT
TRP-AGG2-8	TRNAP18
RPL37AP1	RPL37A_5_1704
TVP23A	FAM18A
JAG2	SER2
OR7E106P	OR7E34P
ABCD1P4	ALD22Q11
RABIF	MSS4
UNC5C	UNC5H3
OSGEP	KAE1
SRY	SRXY1
COX7A2	COXVIIAL
MIRLET7A1	LET7A1
PSMC5	S8
LRRC2-AS1	LUZPP1
MIR378D1	mir-378d-1
DYRK1A	DYRK
SFRP4	FRP-4
AGFG2	HRBL
CCND1	BCL1
AGRP	AGRT
THYN1	THY28KD
PRAMEF5	PRAMEF23
ASXL3	KIAA1713
TRQ-CTG13-1	TRNAQ53P
FCGR2C	CDW32
POLRMT	MTRPOL
SEC63	PRO2507
ACTRT1	ARPT1
SNORA3B	SNORA45B
NATD1	C17orf103
PKN2	PRKCL2
FILIP1	FILIP
NCKIPSD	SPIN90
EPHA4	HEK8
ZDHHC11	ZNF399
RPS6P13	RPS6_6_992
NMTRV-TAC1-1	TRNAV37P
CGB5	hCGB
CACNA1F	COD3
DEFB1	DEFB101
DPH7	C9orf112
GDF6	BMP13
RN7SL3	RNSRP3
RPS6KA6	PP90RSK4
RNA5SP258	RN5S258
C17orf99	UNQ464
RHOA	ARHA
ZNF839	C14orf131
WDR81	SORF-2
FABP7	FABPB
SNORA23	ACA23
PLA2G4F	PLA2G4FZ
ATP6V1F	Vma7
TDRD6	CT41.2
EDA	XLHED
PHGDH	PGAD
RPS6KA2	S6K-alpha
CRHR1	CRH-R1
TRAV22	TCRAV13S1
FCER2	IGEBF
RPL5	MSTP030
GALNT8	GALNAC-T8
HHCM	hhc(M)
RPL21P74	RPL21_30_821
ZFP64	ZNF338
GNGT2	G-GAMMA-C
UBE2V1	UBE2V
MROS	MRS
ARHGEF4	GEF4
PRSS57	NSP4
MRPS16P2	bA379F14.1
CFLAR	c-FLIPS
STOX1	C10orf24
IFT81	DV1
TCEB3C	TCEB3L2
FABP5P5	FABP5L5
CENPF	PRO1779
SNORA35	SNORA35A
CACNA1H	EIG6
CENPJ	CPAP
CELA2A	ELA2A
POU6F2	RPF-1
PLRG1	PRL1
RYR1	MHS1
TPM1	HEL-S-265
MIR337	hsa-mir-337
IFT88	hTg737
TAF1B	RAFI63
MAP2K4	SEK1
DEL1Q43Q44	C1DELq43q44
HOXA11-AS	HOXA11AS
SPINK7	ECG2
CTSL3P	HCTSL-s
SBF1	MTMR5
SETD1B	Set1B
HMGB1P4	HMG1L4P
TBCEL	LRRC35
CNGB1	CNCG4
DSTYK	CAKUT1
OR10J4	OST717
OR1F1	ORL1023
UBE2V2	EDAF-1
OVOL2	CHED
EIF4E3	eIF4E-3
TRL-AAG2-1	TRL-AAG2-3
RNA5SP513	RN5S513
SLC25A16	HGT.1
PABPC1P2	PABPCP2
TRIM60P1Y	TRIM60PY1
WDCP	C2orf44
BBIP1	BBS18
BCL3	BCL4
RPL19P20	RPL19_12_1775
C6orf201	dJ1013A10.5
MGST3	GST-III
PCDHGC3	PC43
DHDDS	HDS
CCDC33	HP11097
EPHA7	EK11
TRAV10	TCRAV10S1
DSCR4	DCRB
HES1	HRY
SLC2A4RG	Si-1-2-19
HCG4P4	HCGIV-4
ILF3	NF-AT-90
EMC1	KIAA0090
MIR7111	hsa-mir-7111
IGLL2P	FLAMBDA1
NR1D1	EAR1
BHLHE22	CAGL85
RPL35AP19	RPL35A_8_947
FRG1BP	FRG1B
PEX19	PMP1
CDK5R1	p25
TFPI2	REF1
CTNNA1P1	CTNNAP1
CKM	M-CK
CYP11B1	CPN1
PLCG1	PLC-II
SPINT1	MANSC2
PITPNM1	RDGBA1
NUAK2	SNARK
FUT9	Fuc-TIX
